3, 128, 0.01,  2.274040626574166, 0.3289, 0.12248004972934723
3, 128, 0.01,  2.178660012498687, 0.373, 0.17416970431804657
3, 128, 0.01,  2.076940448978279, 0.4519, 0.16412700712680817
3, 128, 0.01,  1.9947870698156236, 0.5256, 0.152394637465477
4, 128, 0.01,  2.290447669693186, 0.1332, 0.07933144271373749
3, 128, 0.01,  1.9300027648104896, 0.5875, 0.1371956169605255
3, 128, 0.01,  1.8737680232977565, 0.6457, 0.12852129340171814
4, 128, 0.01,  2.2537010440343543, 0.2507, 0.12331727147102356
3, 128, 0.01,  1.8181380682353732, 0.7176, 0.11957711726427078
3, 128, 0.01,  1.7856840755366072, 0.7296, 0.097883440554142
3, 128, 0.01,  1.7667019487936286, 0.7368, 0.07331838458776474
4, 128, 0.01,  2.162720137004611, 0.4161, 0.17977496981620789
3, 128, 0.01,  1.754841975018948, 0.7403, 0.06432592868804932
3, 128, 0.01,  1.748573076875904, 0.745, 0.06587310880422592
4, 128, 0.01,  2.052167314517347, 0.4655, 0.16721314191818237
4, 128, 0.01,  1.955351022225392, 0.6567, 0.173495814204216
8, 128, 0.01,  2.2837477092501484, 0.27, 0.07879851013422012
4, 128, 0.01,  1.844520082956628, 0.7617, 0.16336753964424133
8, 128, 0.01,  2.2455576582799983, 0.4218, 0.13712364435195923
8, 128, 0.01,  2.1337556657911856, 0.4758, 0.21027062833309174
4, 128, 0.01,  1.7786611650563493, 0.7888, 0.12554922699928284
8, 128, 0.01,  1.983497052253047, 0.5545, 0.17524930834770203
8, 128, 0.01,  1.903920452806014, 0.6416, 0.1608358770608902
4, 128, 0.01,  1.7408829776546624, 0.8017, 0.10477302968502045
8, 128, 0.01,  1.8440990447998047, 0.7049, 0.12430156767368317
8, 128, 0.01,  1.8085978815827188, 0.7202, 0.09647279977798462
4, 128, 0.01,  1.716962538188017, 0.8097, 0.09697209298610687
8, 128, 0.01,  1.785561333728742, 0.7317, 0.08108904212713242
8, 128, 0.01,  1.7695294829863537, 0.7394, 0.07645322382450104
4, 128, 0.01,  1.7001583410214773, 0.8158, 0.08250821381807327
8, 128, 0.01,  1.7576821167257768, 0.745, 0.06772345304489136
8, 128, 0.01,  1.751476232009598, 0.7465, 0.059048522263765335
4, 128, 0.01,  1.6919388740877561, 0.8183, 0.07696273177862167
16, 128, 0.01,  2.2755455216274987, 0.2442, 0.11039824783802032
16, 128, 0.01,  2.221134499658512, 0.3712, 0.12192200869321823
0, 256, 0.01,  2.2905391573905947, 0.1801, 0.08574123680591583
16, 128, 0.01,  2.124156411690048, 0.4836, 0.2097586989402771
0, 256, 0.01,  2.2726459860801698, 0.2585, 0.11133982241153717
16, 128, 0.01,  1.992484814004053, 0.5568, 0.17581503093242645
16, 128, 0.01,  1.899169488798214, 0.6628, 0.1475234180688858
0, 256, 0.01,  2.241308778524399, 0.3308, 0.1551472544670105
16, 128, 0.01,  1.8367400757874115, 0.7155, 0.12546899914741516
16, 128, 0.01,  1.782294303556032, 0.7843, 0.146146759390831
0, 256, 0.01,  2.203075480461121, 0.4304, 0.15386810898780823
16, 128, 0.01,  1.741561999803857, 0.8053, 0.10017940402030945
0, 256, 0.01,  2.155952125787735, 0.5307, 0.18119332194328308
16, 128, 0.01,  1.7161407802678361, 0.815, 0.08579916507005692
0, 256, 0.01,  2.091802304983139, 0.5797, 0.20197762548923492
16, 128, 0.01,  1.6990105909637259, 0.8208, 0.08088798820972443
0, 256, 0.01,  2.0184452682733536, 0.6026, 0.2078508883714676
16, 128, 0.01,  1.6905849040309084, 0.8228, 0.07404881715774536
0, 256, 0.01,  1.95830657184124, 0.6097, 0.18232066929340363
0, 256, 0.01,  1.9170184910297394, 0.6282, 0.15638494491577148
0, 256, 0.01,  1.878795087337494, 0.6781, 0.17505255341529846
1, 256, 0.01,  2.2932427644729616, 0.18, 0.0827624723315239
0, 256, 0.01,  1.8446484625339508, 0.7037, 0.13098636269569397
1, 256, 0.01,  2.2784814894199372, 0.2695, 0.10908257961273193
1, 256, 0.01,  2.251964384317398, 0.345, 0.13250850141048431
1, 256, 0.01,  2.2180616199970244, 0.3805, 0.14674533903598785
0, 256, 0.01,  1.8228333443403244, 0.7058, 0.11458323150873184
1, 256, 0.01,  2.178906571865082, 0.403, 0.16025544703006744
1, 256, 0.01,  2.124773162603378, 0.4424, 0.1770477294921875
0, 256, 0.01,  1.8083234399557113, 0.7114, 0.11729078739881516
1, 256, 0.01,  2.0597399920225143, 0.5088, 0.19723302125930786
1, 256, 0.01,  1.9908018440008164, 0.5981, 0.18867015838623047
0, 256, 0.01,  1.7940226554870606, 0.719, 0.09525278955698013
1, 256, 0.01,  1.934183031320572, 0.6245, 0.17005887627601624
1, 256, 0.01,  1.8981163322925567, 0.6344, 0.13669872283935547
1, 256, 0.01,  1.8748820841312408, 0.6436, 0.11516456305980682
0, 256, 0.01,  1.7859519988298416, 0.7187, 0.07894644141197205
1, 256, 0.01,  1.8576316058635711, 0.6481, 0.09711769968271255
1, 256, 0.01,  1.84547218978405, 0.6516, 0.08402912318706512
0, 256, 0.01,  1.7758122742176057, 0.7236, 0.08228147774934769
1, 256, 0.01,  1.8345644235610963, 0.6554, 0.0759739875793457
1, 256, 0.01,  1.8179707556962967, 0.6794, 0.10422846674919128
1, 256, 0.01,  1.8009538531303406, 0.7221, 0.091649129986763
0, 256, 0.01,  1.7732936680316924, 0.7211, 0.09217505902051926
2, 256, 0.01,  2.2904465556144715, 0.2194, 0.08966252207756042
1, 256, 0.01,  1.7904874294996262, 0.7287, 0.08085478097200394
1, 256, 0.01,  1.7816700130701064, 0.7302, 0.08039774745702744
3, 256, 0.01,  2.2902613937854768, 0.1273, 0.07811413705348969
2, 256, 0.01,  2.270958411693573, 0.2971, 0.1286381036043167
0, 256, 0.01,  1.7659549862146378, 0.7239, 0.06645151972770691
1, 256, 0.01,  1.774853366613388, 0.7351, 0.08741363883018494
1, 256, 0.01,  1.7680940836668015, 0.7377, 0.06511501222848892
2, 256, 0.01,  2.237142914533615, 0.3294, 0.1413579136133194
3, 256, 0.01,  2.2751075506210325, 0.2302, 0.10044151544570923
1, 256, 0.01,  1.7628023982048036, 0.7387, 0.07370803505182266
0, 256, 0.01,  1.763178101181984, 0.7298, 0.06704030185937881
1, 256, 0.01,  1.7616777688264846, 0.7391, 0.06603614240884781
2, 256, 0.01,  2.197951543331146, 0.4106, 0.151896134018898
3, 256, 0.01,  2.244926655292511, 0.2907, 0.14999502897262573
0, 256, 0.01,  1.7582507580518723, 0.7276, 0.07456068694591522
2, 256, 0.01,  2.141697859764099, 0.4787, 0.1867610514163971
3, 256, 0.01,  2.194445717334747, 0.3071, 0.17682453989982605
0, 256, 0.01,  1.756760025024414, 0.7311, 0.055977024137973785
2, 256, 0.01,  2.0727593302726746, 0.5543, 0.20897002518177032
0, 256, 0.01,  1.7570408910512925, 0.7288, 0.05891977995634079
3, 256, 0.01,  2.1405444502830506, 0.3457, 0.164855495095253
2, 256, 0.01,  1.9997273147106172, 0.6061, 0.20685213804244995
2, 256, 0.01,  1.9393174052238464, 0.632, 0.17794443666934967
4, 256, 0.01,  2.2958635807037355, 0.1563, 0.07135878503322601
3, 256, 0.01,  2.0957699239254, 0.4213, 0.16076777875423431
4, 256, 0.01,  2.284920746088028, 0.2323, 0.08377024531364441
2, 256, 0.01,  1.8989477545022964, 0.642, 0.13358886539936066
4, 256, 0.01,  2.2680328667163847, 0.328, 0.10546386986970901
3, 256, 0.01,  2.0520284533500672, 0.461, 0.15274092555046082
4, 256, 0.01,  2.2331707894802095, 0.3849, 0.1726643294095993
2, 256, 0.01,  1.8733113259077072, 0.6483, 0.10851600021123886
4, 256, 0.01,  2.17868195772171, 0.397, 0.1810382753610611
3, 256, 0.01,  2.0132736951112746, 0.4928, 0.13946880400180817
4, 256, 0.01,  2.126341313123703, 0.4473, 0.15739212930202484
2, 256, 0.01,  1.8563199371099472, 0.6548, 0.09563971310853958
4, 256, 0.01,  2.0765673577785493, 0.5318, 0.16820278763771057
8, 256, 0.01,  2.2902264297008514, 0.2331, 0.07999061048030853
3, 256, 0.01,  1.9778484880924225, 0.5559, 0.15023934841156006
4, 256, 0.01,  2.0164794862270354, 0.6016, 0.18596260249614716
2, 256, 0.01,  1.843572551012039, 0.6581, 0.08680804073810577
4, 256, 0.01,  1.9558905988931656, 0.6312, 0.18669649958610535
8, 256, 0.01,  2.274894541501999, 0.2959, 0.1014595702290535
2, 256, 0.01,  1.8336013585329056, 0.6604, 0.0854983851313591
4, 256, 0.01,  1.9118491202592849, 0.639, 0.1549314260482788
3, 256, 0.01,  1.9361496180295945, 0.6316, 0.15732342004776
4, 256, 0.01,  1.880934837460518, 0.6468, 0.14266842603683472
8, 256, 0.01,  2.2440582275390626, 0.3455, 0.1586136370897293
2, 256, 0.01,  1.825140056014061, 0.6609, 0.08291738480329514
4, 256, 0.01,  1.8446615248918534, 0.7069, 0.1534002125263214
3, 256, 0.01,  1.8932522684335709, 0.6691, 0.15285474061965942
4, 256, 0.01,  1.8155775129795075, 0.7269, 0.12551085650920868
2, 256, 0.01,  1.8124236732721328, 0.6708, 0.11426296830177307
4, 256, 0.01,  1.7966451823711396, 0.7324, 0.10999998450279236
8, 256, 0.01,  2.19018611907959, 0.3678, 0.173954576253891
3, 256, 0.01,  1.861299642920494, 0.6932, 0.1295214295387268
4, 256, 0.01,  1.783189257979393, 0.7344, 0.09184364229440689
2, 256, 0.01,  1.7829060405492783, 0.7402, 0.11745760589838028
4, 256, 0.01,  1.7731730163097381, 0.7384, 0.08674542605876923
8, 256, 0.01,  2.1381813287734985, 0.4163, 0.1594701111316681
4, 256, 0.01,  1.7652557164430618, 0.7414, 0.07193334400653839
3, 256, 0.01,  1.8364971607923508, 0.7063, 0.12099529802799225
2, 256, 0.01,  1.7614485234022141, 0.7849, 0.11613302677869797
4, 256, 0.01,  1.7590475410223008, 0.7428, 0.0754021555185318
8, 256, 0.01,  2.0869634211063386, 0.4765, 0.16455063223838806
4, 256, 0.01,  1.753760603070259, 0.7438, 0.08005136996507645
2, 256, 0.01,  1.7449347645044326, 0.796, 0.10607045888900757
3, 256, 0.01,  1.8142836481332778, 0.7226, 0.12691113352775574
4, 256, 0.01,  1.749414923787117, 0.7453, 0.06213616207242012
2, 256, 0.01,  1.7313538432121276, 0.8071, 0.092832051217556
4, 256, 0.01,  1.745675203204155, 0.7465, 0.06099042668938637
8, 256, 0.01,  2.0402661114931107, 0.5045, 0.15019185841083527
2, 256, 0.01,  1.720559650659561, 0.811, 0.09690407663583755
4, 256, 0.01,  1.744284024834633, 0.7459, 0.06169508025050163
3, 256, 0.01,  1.7822381913661958, 0.7725, 0.15424469113349915
2, 256, 0.01,  1.7109115034341813, 0.8132, 0.08291970938444138
8, 256, 0.01,  2.005449855327606, 0.5199, 0.13297231495380402
2, 256, 0.01,  1.7072890460491181, 0.8143, 0.08466260135173798
3, 256, 0.01,  1.7570815563201905, 0.7948, 0.11592412739992142
8, 256, 0.01,  1.9806862264871596, 0.5351, 0.12028103321790695
3, 256, 0.01,  1.7390181869268417, 0.8022, 0.10354448109865189
8, 256, 0.01,  1.960232824087143, 0.5424, 0.10943663120269775
